PositionRelPAS_kb	Avg_E_bound	Avg_Ser2P
-19.9	0.00375745800109342	0.0138528188380223
-19.8	0.00566318007856545	0.020878745209541
-19.7	0.00758723565857285	0.0279722627776175
-19.6	0.00952988420484832	0.0351343281242913
-19.5	0.0114913899085307	0.0423659152604793
-19.4	0.0134720216821538	0.0496680156038201
-19.3	0.0154720531294508	0.0570416378673547
-19.2	0.0174917624913104	0.0644878078602893
-19.1	0.019531432568245	0.0720075682021555
-19	0.0215913506197299	0.0796019779517129
-18.9	0.0236718082408073	0.0872721121520215
-18.8	0.0257731012163454	0.095019061293139
-18.7	0.0278955293533692	0.102843930693977
-18.6	0.0300393962918988	0.110747839804914
-18.5	0.0322050092947355	0.1187319214328
-18.4	0.0343926790166685	0.12679732089009
-18.3	0.0366027192535916	0.134945195069902
-18.2	0.0388354466720207	0.143176711448829
-18.1	0.0410911805195507	0.151493047019481
-18	0.043370242316795	0.15989538715474
-17.9	0.0456729555313644	0.168384924405819
-17.8	0.0479996452344826	0.176962857236303
-17.7	0.0503506377408531	0.185630388694426
-17.6	0.0527262602323927	0.19438872502589
-17.5	0.0551268403665067	0.203239074229677
-17.4	0.0575527058695707	0.212182644559332
-17.3	0.0600041841163293	0.221220642972324
-17.2	0.0624816016959427	0.230354273530155
-17.1	0.0649852839654031	0.239584735751965
-17	0.0675155545911415	0.248913222924525
-16.9	0.0700727350795776	0.258340920371522
-16.8	0.0726571442974616	0.267869003685166
-16.7	0.0752690979828308	0.277498636923247
-16.6	0.0779089082474764	0.287230970774833
-16.5	0.0805768830717737	0.297067140697861
-16.4	0.0832733257928209	0.307008265032024
-16.3	0.0859985345867893	0.317055443090343
-16.2	0.0887528019464522	0.327209753232955
-16.1	0.0915364141548688	0.337472250926705
-16	0.0943496507561885	0.34784396679415
-15.9	0.0971927840246026	0.358325904655727
-15.8	0.100066078432462	0.368919039568809
-15.7	0.102969790118569	0.379624315867475
-15.6	0.105904166357739	0.390442645206872
-15.5	0.108869445032631	0.401374904616018
-15.4	0.111865854108958	0.412421934563027
-15.3	0.114893611115131	0.423584537036666
-15.2	0.117952922627405	0.43486347364824
-15.1	0.121043983761623	0.44625946375776
-15	0.124166977672625	0.457773182628382
-14.9	0.127322075062401	0.469405259613092
-14.8	0.130509433698053	0.481156276377548
-14.7	0.133729197940654	0.493026765163069
-14.6	0.136981498286002	0.505017207093545
-14.5	0.140266450918392	0.51712803053024
-14.4	0.143584157278342	0.529359609478139
-14.3	0.146934703645342	0.541712262047618
-14.2	0.150318160736589	0.554186248975057
-14.1	0.153734583322659	0.566781772205915
-14	0.157184009861064	0.579498973543733
-13.9	0.160666462148597	0.592337933368383
-13.8	0.164181944993311	0.60529866942675
-13.7	0.167730445907031	0.61838113569902
-13.6	0.17131193481909	0.631585221343346
-13.5	0.174926363812164	0.644910749721875
-13.4	0.178573666880833	0.658357477510605
-13.3	0.182253759713579	0.671925093895638
-13.2	0.185966539498813	0.685613219858035
-13.1	0.18971188475552	0.699421407549424
-13	0.193489655189035	0.713349139760239
-12.9	0.1972996915724	0.727395829482295
-12.8	0.201141815653715	0.741560819567176
-12.7	0.205015830089829	0.75584338248175
-12.6	0.208921518406647	0.770242720161818
-12.5	0.212858644986328	0.784757963964822
-12.4	0.216826955081436	0.799388174722076
-12.3	0.220826174856282	0.814132342891068
-12.2	0.224856011455372	0.828989388807827
-12.1	0.228916153099012	0.843958163039362
-12	0.233006269205965	0.859037446835788
-11.9	0.237126010542971	0.874225952681599
-11.8	0.241275009400977	0.889522324945297
-11.7	0.245452879797729	0.904925140626306
-11.6	0.249659217706435	0.920432910197942
-11.5	0.253893601310083	0.936044078544975
-11.4	0.258155591280914	0.951757025993968
-11.3	0.262444731084584	0.967570069434594
-11.2	0.266760547308377	0.983481463529662
-11.1	0.271102550012882	0.999489402011611
-11	0.275470233106406	1.01559201906285
-10.9	0.279863074741387	1.03178739077724
-10.8	0.284280537732054	1.04807353669979
-10.7	0.288722069992417	1.06444842144146
-10.6	0.293187104993795	1.08090995636593
-10.5	0.297675062240889	1.09745600134467
-10.4	0.302185347765491	1.11408436657714
-10.3	0.306717354636776	1.1307928144721
-10.2	0.311270463487208	1.14757906158642
-10.1	0.315844043052967	1.16444078061751
-10	0.320437450727824	1.18137560244531
-9.9	0.325050033129359	1.19838111821975
-9.8	0.329681126676423	1.21545488148968
-9.7	0.334330058176671	1.23259441036898
-9.6	0.338996145423036	1.24979718973555
-9.5	0.343678697798004	1.26706067345915
-9.4	0.348377016884517	1.2843822866536
-9.3	0.353090397082335	1.30175942794917
-9.2	0.357818126228717	1.31918947178084
-9.1	0.362559486222281	1.33666977068832
-9	0.367313753648836	1.35419765762336
-8.9	0.372080200408184	1.37177044826054
-8.8	0.376858094340623	1.38938544330709
-8.7	0.381646699852175	1.40703993080793
-8.6	0.386445278537433	1.42473118844194
-8.5	0.391253089798926	1.44245648580542
-8.4	0.396069391462077	1.4602130866793
-8.3	0.400893440384658	1.477998251276
-8.2	0.405724493059852	1.49580923846287
-8.1	0.410561806211958	1.51364330795833
-8	0.415404637383856	1.53149772249776
-7.9	0.420252245515374	1.54936974996577
-7.8	0.425103891511725	1.56725666549196
-7.7	0.429958838801252	1.58515575350716
-7.6	0.434816353881754	1.60306430975759
-7.5	0.439675706854648	1.62097964327426
-7.4	0.444536171946372	1.63889907829522
-7.3	0.449397028016371	1.65681995613844
-7.2	0.454257559051164	1.67473963702327
-7.1	0.459117054643878	1.69265550183848
-7	0.463974810458875	1.71056495385512
-6.9	0.468830128680957	1.72846542038278
-6.8	0.473682318448831	1.74635435436761
-6.7	0.478530696272429	1.76422923593092
-6.6	0.483374586433833	1.78208757384732
-6.5	0.488213321371528	1.79992690696141
-6.4	0.493046242047779	1.81774480554218
-6.3	0.497872698298951	1.83553887257465
-6.2	0.502692049168657	1.85330674498807
-6.1	0.507503663223614	1.8710460948205
-6	0.51230691885223	1.88875463031957
-5.9	0.517101204545793	1.90643009697927
-5.8	0.521885919162405	1.92407027851295
-5.7	0.526660472173633	1.94167299776276
-5.6	0.531424283894014	1.9592361175458
-5.5	0.536176785693516	1.9767575414374
-5.4	0.540917420193128	1.99423521449229
-5.3	0.545645641443747	2.01166712390408
-5.2	0.550360915088588	2.02905129960413
-5.1	0.555062718509317	2.04638581480028
-5	0.559750540956248	2.06366878645691
-4.9	0.564423883662789	2.08089837571688
-4.8	0.569082259944518	2.09807278826683
-4.7	0.573725195283164	2.1151902746469
-4.6	0.578352227395903	2.13224913050608
-4.5	0.582962906290226	2.14924769680467
-4.4	0.587556794304855	2.16618435996509
-4.3	0.592133466137028	2.18305755197246
-4.2	0.596692508856561	2.1998657504266
-4.1	0.601233521907169	2.21660747854675
-4	0.605756117095303	2.23328130513058
-3.9	0.610259918567129	2.24988584446927
-3.8	0.614744562773908	2.26641975621992
-3.7	0.619209698426316	2.28288174523715
-3.6	0.623654986438108	2.29927056136545
-3.5	0.628080099859563	2.3155849991938
-3.4	0.632484723801167	2.33182389777435
-3.3	0.636868555347978	2.34798614030669
-3.2	0.641231303465088	2.36407065378939
-3.1	0.645572688894669	2.38007640864038
-3	0.649892444044988	2.39600241828787
-2.9	0.65419031287187	2.41184773873327
-2.8	0.658466050752998	2.42761146808787
-2.7	0.662719424355525	2.44329274608467
-2.6	0.666950211497353	2.45889075356706
-2.5	0.67115820100253	2.47440471195566
-2.4	0.675343192551174	2.48983388269506
-2.3	0.679504996524295	2.50517756668173
-2.2	0.683643433843907	2.52043510367454
-2.1	0.687758335808827	2.53560587168946
-2	0.691849543926521	2.55068928637954
-1.9	0.695916909741342	2.56568480040177
-1.8	0.699960294659528	2.58059190277183
-1.7	0.703979569771324	2.59541011820833
-1.6	0.707974615670473	2.61013900646734
-1.5	0.711945322271513	2.62477816166878
-1.4	0.715891588625086	2.63932721161555
-1.3	0.719813322731624	2.65378581710662
-1.2	0.72371044135367	2.66815367124513
-1.1	0.727582869827107	2.68243049874241
-1	0.731430541871584	2.6966160552191
-0.9	0.735253399400372	2.71071012650413
-0.8	0.739051392329907	2.72471252793254
-0.7	0.742824478389238	2.738623103643
-0.6	0.746572622929633	2.75244172587583
-0.5	0.750295798734513	2.76616829427232
-0.4	0.753993985829962	2.77980273517608
-0.3	0.75766717129596	2.79334500093714
-0.2	0.761315349078562	2.80679506921948
-0.1	0.76493851980315	2.82015294231256
0	0.768536690588977	2.83341864644755
0.1	0.772109874865096	2.84659223111875
0.2	0.775658092187856	2.85967376841068
0.3	0.77918136806009	2.87266335233153
0.4	0.782679733752105	2.88556109815319
0.5	0.78615322612463	2.89836714175841
0.6	0.789601887453773	2.91108163899557
0.7	0.793025765258134	2.92370476504124
0.8	0.796424912128158	2.93623671377103
0.9	0.799799385557799	2.94867769713897
1	0.803149247778559	2.96102794456569
1.1	0.806474565596056	2.97328770233581
1.2	0.809775410229014	2.98545723300444
1.3	0.813051857150969	2.99753681481346
1.4	0.816303985934509	3.00952674111735
1.5	0.819531880098251	3.02142731981901
1.6	0.822735626956519	3.03323887281554
1.7	0.825915317471788	3.04496173545423
1.8	0.829071046109907	3.05659625599881
1.9	0.832202910698117	3.06814279510601
2	0.835311012285921	3.07960172531257
2.1	0.838395455008767	3.0909734305327
2.2	0.841456345954595	3.10225830556606
2.3	0.844493795033233	3.11345675561624
2.4	0.847507914848636	3.12456919581976
2.5	0.850498820574006	3.13559605078561
2.6	0.853466629829738	3.14653775414529
2.7	0.856411462564194	3.15739474811328
2.8	0.85933344093734	3.16816748305799
2.9	0.862232689207159	3.17885641708297
3	0.865109333618878	3.18946201561858
3.1	0.867963502296958	3.19998475102368
3.2	0.870795325139838	3.21042510219768
3.3	0.873604933717402	3.22078355420244
3.4	0.876392461171161	3.2310605978943
3.5	0.879158042117082	3.24125672956579
3.6	0.881901812551077	3.25137245059723
3.7	0.884623909757085	3.26140826711783
3.8	0.887324472217745	3.27136468967634
3.9	0.890003639527601	3.28124223292104
